,X0.556737588652482,X0.595744680851064,X0.521276595744681,X0.51063829787234,X0.556737588652482.1,X0.602836879432624,X0.581560283687943,X0.553191489361702,X0.524822695035461
1,0.556737588652482,0.5957446808510639,0.5212765957446811,0.51063829787234,0.556737588652482,0.6028368794326241,0.581560283687943,0.553191489361702,0.524822695035461
