,X0.563829787234043,X0.595744680851064,X0.531914893617021,X0.49645390070922,X0.549645390070922,X0.585106382978723,X0.574468085106383,X0.556737588652482,X0.549645390070922.1
1,0.563829787234043,0.5957446808510639,0.531914893617021,0.49645390070921996,0.5496453900709221,0.5851063829787231,0.5744680851063829,0.556737588652482,0.5496453900709221
