,X0.899521531100478,X0.87799043062201,X0.897129186602871,X0.861244019138756,X0.897129186602871.1,X0.882775119617225,X0.875598086124402,X0.87799043062201.1,X0.870813397129187
1,0.8995215311004781,0.8779904306220101,0.897129186602871,0.8612440191387559,0.897129186602871,0.8827751196172249,0.875598086124402,0.8779904306220101,0.870813397129187
