,X0.947368421052632,X0.91866028708134,X0.930622009569378,X0.913875598086124,X0.923444976076555,X0.916267942583732,X0.923444976076555.1,X0.949760765550239,X0.925837320574163
1,0.9473684210526321,0.91866028708134,0.9306220095693779,0.9138755980861241,0.9234449760765551,0.916267942583732,0.9234449760765551,0.9497607655502391,0.9258373205741629
