,X0.909090909090909,X0.899521531100478,X0.916267942583732,X0.87799043062201,X0.899521531100478.1,X0.889952153110048,X0.882775119617225,X0.88755980861244,X0.885167464114832
1,0.9090909090909091,0.8995215311004781,0.916267942583732,0.8779904306220101,0.8995215311004781,0.889952153110048,0.8827751196172249,0.8875598086124399,0.8851674641148319
