,0
0,0.9784688995215312
1,0.9473684210526316
2,0.9521531100478468
3,0.9473684210526316
4,0.9497607655502392
5,0.944976076555024
6,0.9569377990430622
7,0.9665071770334928
8,0.9521531100478468
