,X0.858187134502924,X0.830409356725146,X0.842105263157895,X0.878654970760234,X0.878654970760234.1,X0.85233918128655,X0.858187134502924.1,X0.839181286549708,X0.855263157894737
1,0.858187134502924,0.830409356725146,0.842105263157895,0.878654970760234,0.878654970760234,0.8523391812865501,0.858187134502924,0.8391812865497079,0.8552631578947372
