,X0.847953216374269,X0.817251461988304,X0.83625730994152,X0.89327485380117,X0.874269005847953,X0.858187134502924,X0.85233918128655,X0.833333333333333,X0.85233918128655.1
1,0.847953216374269,0.8172514619883041,0.8362573099415199,0.89327485380117,0.874269005847953,0.858187134502924,0.8523391812865501,0.833333333333333,0.8523391812865501
