,X0.859649122807018,X0.824561403508772,X0.842105263157895,X0.865497076023392,X0.869883040935672,X0.855263157894737,X0.866959064327485,X0.842105263157895.1,X0.85672514619883
1,0.859649122807018,0.8245614035087719,0.842105263157895,0.8654970760233921,0.8698830409356719,0.8552631578947372,0.8669590643274849,0.842105263157895,0.85672514619883
