,X0.761695906432749,X0.723684210526316,X0.720760233918129,X0.774853801169591,X0.752923976608187,X0.75,X0.75.1,X0.72953216374269,X0.72953216374269.1
1,0.761695906432749,0.7236842105263158,0.720760233918129,0.7748538011695909,0.752923976608187,0.75,0.75,0.7295321637426899,0.7295321637426899
