,X0.853801169590643,X0.839181286549708,X0.839181286549708.1,X0.85672514619883,X0.874269005847953,X0.866959064327485,X0.837719298245614,X0.834795321637427,X0.834795321637427.1
1,0.8538011695906429,0.8391812865497079,0.8391812865497079,0.85672514619883,0.874269005847953,0.8669590643274849,0.837719298245614,0.8347953216374271,0.8347953216374271
