,X0.877333333333333,X0.876,X0.878666666666667,X0.877333333333333.1,X0.914666666666667,X0.890666666666667,X0.889333333333333,X0.904,X0.888
1,0.877333333333333,0.8759999999999999,0.878666666666667,0.877333333333333,0.914666666666667,0.890666666666667,0.889333333333333,0.904,0.888
