,X0.876,X0.86,X0.886666666666667,X0.882666666666667,X0.914666666666667,X0.898666666666667,X0.876.1,X0.889333333333333,X0.878666666666667
1,0.8759999999999999,0.86,0.886666666666667,0.882666666666667,0.914666666666667,0.8986666666666671,0.8759999999999999,0.889333333333333,0.878666666666667
