,X0.847368421052632,X0.807894736842105,X0.860526315789474,X0.926315789473684,X0.902631578947368,X0.873684210526316,X0.873684210526316.1,X0.873684210526316.2,X0.876315789473684
1,0.847368421052632,0.8078947368421049,0.8605263157894741,0.9263157894736841,0.902631578947368,0.8736842105263158,0.8736842105263158,0.8736842105263158,0.8763157894736842
