,X0.87280701754386,X0.85233918128655,X0.881578947368421,X0.912280701754386,X0.910818713450292,X0.89327485380117,X0.896198830409357,X0.878654970760234,X0.888888888888889
1,0.8728070175438599,0.8523391812865501,0.8815789473684209,0.912280701754386,0.9108187134502921,0.89327485380117,0.8961988304093571,0.878654970760234,0.8888888888888891
