,X0.875730994152047,X0.864035087719298,X0.885964912280702,X0.915204678362573,X0.906432748538012,X0.89327485380117,X0.89327485380117.1,X0.880116959064328,X0.885964912280702.1
1,0.875730994152047,0.864035087719298,0.885964912280702,0.9152046783625729,0.906432748538012,0.89327485380117,0.89327485380117,0.8801169590643281,0.885964912280702
