,X0.903743315508021,X0.914438502673797,X0.887700534759358,X0.903743315508021.1,X0.917112299465241,X0.910427807486631,X0.919786096256685,X0.921122994652406,X0.907754010695187
1,0.903743315508021,0.914438502673797,0.8877005347593578,0.903743315508021,0.917112299465241,0.910427807486631,0.9197860962566851,0.9211229946524059,0.907754010695187
