,X0.907754010695187,X0.911764705882353,X0.887700534759358,X0.903743315508021,X0.909090909090909,X0.909090909090909.1,X0.917112299465241,X0.922459893048128,X0.901069518716578
1,0.907754010695187,0.911764705882353,0.8877005347593578,0.903743315508021,0.9090909090909091,0.9090909090909091,0.917112299465241,0.9224598930481279,0.901069518716578
