,X0.901069518716578,X0.911764705882353,X0.878342245989305,X0.887700534759358,X0.901069518716578.1,X0.905080213903743,X0.909090909090909,X0.913101604278075,X0.901069518716578.2
1,0.901069518716578,0.911764705882353,0.8783422459893051,0.8877005347593578,0.901069518716578,0.9050802139037428,0.9090909090909091,0.913101604278075,0.901069518716578
