,X0.89766081871345,X0.89327485380117,X0.916666666666667,X0.915204678362573,X0.923976608187134,X0.904970760233918,X0.894736842105263,X0.880116959064328,X0.915204678362573.1
1,0.8976608187134499,0.89327485380117,0.916666666666667,0.9152046783625729,0.923976608187134,0.904970760233918,0.8947368421052628,0.8801169590643281,0.9152046783625729
