,X0.681818181818182,X0.643540669856459,X0.65311004784689,X0.617224880382775,X0.643540669856459.1,X0.605263157894737,X0.662679425837321,X0.636363636363636,X0.643540669856459.2
1,0.681818181818182,0.643540669856459,0.65311004784689,0.617224880382775,0.643540669856459,0.6052631578947371,0.6626794258373211,0.6363636363636359,0.643540669856459
