,X0.648325358851675,X0.624401913875598,X0.614832535885168,X0.583732057416268,X0.607655502392344,X0.588516746411483,X0.614832535885168.1,X0.62200956937799,X0.610047846889952
1,0.648325358851675,0.624401913875598,0.614832535885168,0.5837320574162679,0.607655502392344,0.5885167464114829,0.614832535885168,0.62200956937799,0.6100478468899521
