,X0.528358208955224,X0.56865671641791,X0.538805970149254,X0.559701492537313,X0.555223880597015,X0.561194029850746,X0.565671641791045,X0.565671641791045.1,X0.595522388059701
1,0.528358208955224,0.56865671641791,0.538805970149254,0.5597014925373129,0.555223880597015,0.561194029850746,0.5656716417910451,0.5656716417910451,0.595522388059701
