,0
0,0.9894179894179894
1,0.9960317460317459
2,0.9933862433862434
3,0.9907407407407408
4,0.9973544973544972
5,0.992063492063492
6,0.9933862433862434
7,0.988095238095238
8,0.9960317460317459
