,X0.869047619047619,X0.882275132275132,X0.882275132275132.1,X0.855820105820106,X0.841269841269841,X0.869047619047619.1,X0.876984126984127,X0.876984126984127.1,X0.866402116402116
1,0.869047619047619,0.8822751322751321,0.8822751322751321,0.8558201058201059,0.841269841269841,0.869047619047619,0.876984126984127,0.876984126984127,0.866402116402116
