,X0.880952380952381,X0.891534391534392,X0.891534391534392.1,X0.878306878306878,X0.85978835978836,X0.874338624338624,X0.882275132275132,X0.882275132275132.1,X0.871693121693122
1,0.880952380952381,0.8915343915343921,0.8915343915343921,0.8783068783068779,0.85978835978836,0.8743386243386241,0.8822751322751321,0.8822751322751321,0.8716931216931221
