,X0.625373134328358,X0.649253731343284,X0.623880597014925,X0.638805970149254,X0.649253731343284.1,X0.649253731343284.2,X0.673134328358209,X0.682089552238806,X0.682089552238806.1
1,0.6253731343283578,0.6492537313432839,0.623880597014925,0.638805970149254,0.6492537313432839,0.6492537313432839,0.673134328358209,0.6820895522388061,0.6820895522388061
