,X0.804477611940299,X0.817910447761194,X0.788059701492537,X0.814925373134328,X0.816417910447761,X0.822388059701493,X0.835820895522388,X0.822388059701493.1,X0.829850746268657
1,0.8044776119402991,0.8179104477611941,0.788059701492537,0.814925373134328,0.816417910447761,0.822388059701493,0.8358208955223879,0.822388059701493,0.829850746268657
