,X0.786567164179104,X0.811940298507463,X0.77910447761194,X0.81044776119403,X0.807462686567164,X0.82089552238806,X0.819402985074627,X0.807462686567164.1,X0.826865671641791
1,0.786567164179104,0.8119402985074631,0.7791044776119399,0.8104477611940301,0.807462686567164,0.8208955223880601,0.819402985074627,0.807462686567164,0.8268656716417908
