,X0.822388059701493,X0.825373134328358,X0.792537313432836,X0.822388059701493.1,X0.837313432835821,X0.832835820895522,X0.850746268656716,X0.837313432835821.1,X0.841791044776119
1,0.822388059701493,0.8253731343283579,0.792537313432836,0.822388059701493,0.8373134328358209,0.8328358208955219,0.8507462686567159,0.8373134328358209,0.841791044776119
