,X0.884210526315789,X0.855263157894737,X0.9,X0.926315789473684,X0.926315789473684.1,X0.923684210526316,X0.886842105263158,X0.907894736842105,X0.907894736842105.1
1,0.8842105263157891,0.8552631578947372,0.9,0.9263157894736841,0.9263157894736841,0.9236842105263159,0.886842105263158,0.907894736842105,0.907894736842105
